"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015980","energy derivation by oxidation of organic compounds","122/4155","352/18805",0.346590909090909,1.56862624439339,5.73530560395254,0.0000000355340152323294,0.00000327592266899225,0.00000290817861506696,"CDK1/CCNB1/IGF1/PHKA1/WDR45/PLEC/GAA/PPP1CA/ANTKMT/NDUFB7/PRELID1/ATP5F1D/TAFAZZIN/INPP5K/CHCHD5/NOP53/NDUFS7/IDH3G/COX4I1/UQCR11/COX6B1/SURF1/NDUFA3/NDUFA13/PHKG2/ABCD1/MDH2/STK40/BID/NDUFC2/ETFB/NDUFA11/COMT/MTFR2/CHCHD10/MT-CO3/NDUFA1/UQCRB/UQCC3/ATP5ME/NDUFA2/UQCRC1/NDUFB1/COX6A1/MT-CYB/SDHAF4/NDUFV1/MT-ND3/CYC1/NDUFB10/AKT2/ATP5F1E/DGUOK/MT-CO2/UQCR10/BLOC1S1/NDUFS8/RHOA/PPP1R3G/GFPT1/OAS1/LEPR/UQCRFS1/MT-ND6/NDUFC2-KCTD14/SORBS1/NDUFS6/LEP/PER2/NDUFA7/ARL2/SUCLG1/ACADM/ACADVL/AKT1/PRKAG3/MRAP2/IDH3B/MTLN/GSK3A/ACO1/NDUFB9/NDUFB11/PYGB/COX5B/MLXIPL/NDUFB8/COX7B/IL10RB/COX8A/STBD1/TREX1/CHCHD2/UCN/SELENON/MT-ND1/IL4/NDUFB6/NDUFS3/ATG3/PCDH12/ATP5MG/NDUFB5/KHK/MT-ND4/NR1D1/COX7C/PID1/ATP5PO/NDUFC1/IFNLR1/NDUFB2/SLC25A25/WIPI2/PINK1/PNPT1/CISD1/SLC25A51/PTGES3/ATG2B/SIRT3/IL6ST",122
"GO:0006119","oxidative phosphorylation","63/4155","151/18805",0.417218543046358,1.88827790661534,5.83637476229131,0.0000000467622750984926,0.00000424858989264421,0.00000377165748963738,"CDK1/CCNB1/ANTKMT/NDUFB7/ATP5F1D/TAFAZZIN/NDUFS7/COX4I1/UQCR11/COX6B1/NDUFA3/NDUFA13/ABCD1/BID/NDUFC2/NDUFA11/CHCHD10/MT-CO3/NDUFA1/UQCRB/UQCC3/ATP5ME/NDUFA2/UQCRC1/NDUFB1/COX6A1/MT-CYB/NDUFV1/MT-ND3/CYC1/NDUFB10/ATP5F1E/DGUOK/MT-CO2/UQCR10/NDUFS8/RHOA/UQCRFS1/MT-ND6/NDUFC2-KCTD14/NDUFS6/NDUFA7/NDUFB9/NDUFB11/COX5B/MLXIPL/NDUFB8/COX7B/COX8A/CHCHD2/MT-ND1/NDUFB6/NDUFS3/ATP5MG/NDUFB5/MT-ND4/COX7C/ATP5PO/NDUFC1/NDUFB2/PINK1/SLC25A51/SIRT3",63
"GO:0045786","negative regulation of cell cycle","136/4155","405/18805",0.335802469135802,1.51979914129934,5.63178388535069,0.000000053606239709097,0.00000480082166766185,0.00000426189758409016,"CDC6/DTL/BUB1/CLSPN/BUB1B/CDC45/CDK1/GPR132/SPC25/TRIP13/E2F7/SKA3/SKA1/E2F8/SIPA1/CCNB1/ZWINT/TICRR/KNL1/RAD51/HASPIN/TTK/ORC1/CHEK1/CENPF/CHMP2A/NEK2/CDCA8/BRIP1/CEBPA/RNF167/NUF2/PLK1/BIRC5/CTDSP1/CDC20/FBXO43/ESPL1/NDC80/MIIP/INHBA/WEE1/NHERF1/GMNN/GNB1L/BABAM2/ANAPC15/CDK2AP2/MAD2L1/NOP53/FZR1/FBXO5/TGFB1/MAD2L2/BRCA2/AURKAIP1/WDR76/EZH2/CDC14B/DNA2/ZWILCH/RAD9A/E2F1/CDKN2D/SPC24/NAA10/TELO2/BRCA1/TP53I13/CDK2/AURKB/TIMELESS/KNTC1/BLM/CDKN1C/GEN1/SPDL1/ZBTB17/GPER1/VPS4A/DGKZ/DONSON/BARD1/DCUN1D3/KLHL22/CCNF/BTG3/LATS2/CEP63/LILRB1/MEIOC/CDK5/TIPIN/PARP9/CCAR2/RFWD3/BTN2A2/NR4A1/PRMT2/FZD3/TFAP4/SYF2/BABAM1/DTX3L/JADE1/STK38/SCRIB/ZFYVE19/SDE2/MUS81/PKD2/TOM1L2/RBM14/RBBP8/NBN/MAD1L1/CDT1/CASP3/WAC/INCENP/HECA/TP53BP1/TREX1/DLG1/APBB1/KAT2B/LCMT1/INTS7/EME2/LATS1/DOT1L/USP28/MTBP/ATRIP/RRP8/PTPN11",136
"GO:0051225","spindle assembly","58/4155","136/18805",0.426470588235294,1.93015148297586,5.79768255117482,0.0000000626411240465142,0.00000553094657250137,0.0000049100611242983,"ASPM/KIF15/SKA3/STIL/SKA1/KIF4A/KIF11/CCNB2/TPX2/CHMP2A/NEK2/CDCA8/MYBL2/PLK1/BIRC5/CDC20/SPAG5/PRC1/KIFC1/CHMP4B/CHMP1A/NDC80/AURKA/HSPA1B/HSPA1A/UHRF1/CHMP6/CCDC61/PPP2R1A/RACGAP1/KIF23/FBXO5/CEP97/HAUS7/CSNK1D/AURKB/EML3/KIF4B/CHMP4A/SAC3D1/CPAP/TUBGCP2/CEP63/RPS3/RHOA/SPICE1/FLNA/WRAP73/KIF2A/NUMA1/HDAC3/INCENP/AAAS/NEK7/RANGRF/CLASP1/SMC3/TUBGCP6",58
"GO:0033260","nuclear DNA replication","25/4155","41/18805",0.609756097560976,2.75967831880485,6.00695422198536,0.0000000892668517080258,0.00000777241518552241,0.00000689991001433234,"CDC45/GINS1/RAD51/MCM4/MCM6/CDC7/GMNN/MCM2/BRCA2/DNA2/TK1/ATAD5/BLM/NUGGC/FEN1/RECQL5/DONSON/POLA1/TIPIN/PCNA/GINS3/FGFR1/DBF4/CDT1/WIZ",25
"GO:0006754","ATP biosynthetic process","46/4155","100/18805",0.46,2.08190132370638,5.77697673901532,0.0000000950178281019005,0.00000815981869001116,0.00000724382490518743,"ALDOA/ENO1/ANTKMT/NDUFB7/ATP5MGL/ATP5F1D/TAFAZZIN/NDUFS7/TGFB1/NDUFA3/NDUFA13/NDUFC2/NDUFA11/VPS9D1/NDUFA1/SPHK2/UQCC3/ATP5ME/NDUFA2/NDUFB1/NDUFV1/MT-ND3/NDUFB10/ATP5F1E/NDUFS8/MT-ND6/ATP6V0C/NDUFS6/NDUFA7/ATP5MC2/NDUFB9/NDUFB11/NDUFB8/MT-ND1/IL4/NDUFB6/NDUFS3/ATP5MJ/ATP5MG/NDUFB5/MT-ND4/PID1/ATP5PO/NDUFC1/NDUFB2/PINK1",46
"GO:0022904","respiratory electron transport chain","51/4155","117/18805",0.435897435897436,1.9728161930328,5.62126594113461,0.000000166686042033024,0.000014121010777095,0.0000125358336305633,"CDK1/CCNB1/PLEC/NDUFB7/TAFAZZIN/NDUFS7/COX4I1/UQCR11/COX6B1/NDUFA3/BID/NDUFC2/ETFB/MT-CO3/NDUFA1/UQCRB/UQCC3/NDUFA2/UQCRC1/NDUFB1/COX6A1/MT-CYB/NDUFV1/MT-ND3/CYC1/NDUFB10/DGUOK/MT-CO2/UQCR10/NDUFS8/UQCRFS1/MT-ND6/NDUFC2-KCTD14/NDUFS6/NDUFA7/NDUFB9/COX5B/NDUFB8/COX7B/COX8A/CHCHD2/MT-ND1/NDUFB6/NDUFS3/NDUFB5/MT-ND4/COX7C/NDUFC1/NDUFB2/PINK1/SLC25A51",51
"GO:0140694","membraneless organelle assembly","140/4155","427/18805",0.327868852459016,1.48389260420982,5.3864870654685,0.000000173126814589642,0.0000144710933421662,0.0000128466171050587,"ASPM/KIF15/DLGAP5/SKA3/DIAPH3/STIL/SKA1/KIF4A/KIF11/CCNB2/CENPA/PLK4/TPX2/CENPF/CHMP2A/DBNL/NEK2/CDCA8/CENPE/MYBL2/PLK1/BIRC5/CDC20/SPAG5/PRC1/KIFC1/SRF/CHMP4B/ANLN/CHMP1A/NDC80/AURKA/PLEC/HSPA1B/ACTG1/TRAPPC12/HSPA1A/UHRF1/CHMP6/FAU/HCK/CCDC61/CENPK/PPP2R1A/PPP1R35/RACGAP1/KIF23/NOP53/FBXO5/CEP97/HAUS7/CIRBP/OBSL1/PLS1/TCAP/CSNK1D/BRCA1/CCDC57/RPS28/CDK2/WDR62/AURKB/ARHGEF5/KNTC1/EIF6/GSN/RPS14/EML3/KIF4B/RPS27/CHMP4A/RPS15/RPS19/SAC3D1/HSF1/RPL38/RPL11/CPAP/BOP1/PATL1/STYXL1/RPS23/MCAT/RPS5/TUBGCP2/RNF213/CEP63/FSCN1/FLII/RPS3/RHOA/RPL24/SPICE1/VCX/FLNA/C2CD3/CEP152/RRP7A/CSRP1/WRAP73/PATL2/E2F4/MPV17L2/SQLE/AUP1/RBM14/RPL5/KIF2A/NUMA1/HDAC3/RPSA2/ITGB1/CEP76/INCENP/CENPT/AAAS/PLK2/CENPX/RPSA/CNOT6/ABT1/FITM1/CENPW/NEK7/MRPS2/RANGRF/KAT2B/CLASP1/CNOT1/CCDC78/DDX28/RRP7BP/SMC3/TMOD3/BSCL2/LSM4/TUBGCP6/ANKRD1/CEP295/WNK1",140
"GO:0090307","mitotic spindle assembly","37/4155","75/18805",0.493333333333333,2.23276373846771,5.69683206445332,0.000000186147513605895,0.0000153547205630968,0.0000136310513079552,"KIF15/KIF4A/KIF11/TPX2/CHMP2A/NEK2/CDCA8/MYBL2/PLK1/BIRC5/CDC20/PRC1/KIFC1/CHMP4B/CHMP1A/HSPA1B/HSPA1A/UHRF1/CHMP6/CCDC61/RACGAP1/KIF23/CEP97/AURKB/EML3/KIF4B/CHMP4A/RHOA/SPICE1/FLNA/WRAP73/KIF2A/INCENP/AAAS/RANGRF/CLASP1/SMC3",37
"GO:0010639","negative regulation of organelle organization","122/4155","362/18805",0.337016574585635,1.52529402769744,5.37443467189942,0.000000205518908768752,0.000016340452466341,0.0000145061282651551,"BUB1/BUB1B/SPC25/TWF2/TRIP13/SKA3/DIAPH3/SKA1/CCNB1/ZWINT/KNL1/IGF1/TPX2/HASPIN/TTK/CHEK1/CENPF/CDCA8/NUF2/PLK1/BIRC5/CDC20/FBXO43/ESPL1/NDC80/APC2/ARAP1/CORO1A/HSPA1A/PFN1/TEN1/PRELID1/STMN1/ANAPC15/WAS/INPP5K/MAD2L1/XRCC1/SLC25A6/FBXO5/CEP97/MAD2L2/AURKAIP1/CAPG/LILRB2/PARL/ZWILCH/ACD/CRACD/SPC24/NAA10/KATNB1/MET/BRCA1/TINF2/AURKB/CIB1/KNTC1/GSN/GPX1/MCRS1/GEN1/SPDL1/SSH3/RHPN1/STYXL1/CORO1B/EVI5L/NAV3/XRN1/SLX1A/SPTBN1/TBCD/KLHL22/CCNF/FLII/ERCC1/PIF1/GMFG/PICK1/SLX1B/RHPN2/CKAP2/GNL3L/TFRC/TACSTD2/AKT1/LRRK2/PATL2/KANK3/TOM1L2/RBM14/NBN/CDK10/FLCN/RDX/ATXN7/MAD1L1/WDR47/TJP1/ARHGAP6/INCENP/ARHGEF2/C11orf65/TNKS2/PPFIA1/KAT2B/LCMT1/CLASP1/MAP6D1/CARMIL2/MIR214/TMOD3/TTBK2/H3-3B/IFI6/TESK1/PINK1/MTBP/CARMIL1/ARFGEF1/PHF23",122
"GO:0019646","aerobic electron transport chain","43/4155","93/18805",0.462365591397849,2.09260768862492,5.62519322657923,0.000000205917330489861,0.000016340452466341,0.0000145061282651551,"NDUFB7/NDUFS7/COX4I1/UQCR11/COX6B1/NDUFA3/NDUFC2/MT-CO3/NDUFA1/UQCRB/UQCC3/NDUFA2/UQCRC1/NDUFB1/COX6A1/MT-CYB/NDUFV1/MT-ND3/CYC1/NDUFB10/MT-CO2/UQCR10/NDUFS8/UQCRFS1/MT-ND6/NDUFC2-KCTD14/NDUFS6/NDUFA7/NDUFB9/COX5B/NDUFB8/COX7B/COX8A/MT-ND1/NDUFB6/NDUFS3/NDUFB5/MT-ND4/COX7C/NDUFC1/NDUFB2/PINK1/SLC25A51",43
"GO:0030071","regulation of mitotic metaphase/anaphase transition","43/4155","93/18805",0.462365591397849,2.09260768862492,5.62519322657923,0.000000205917330489861,0.000016340452466341,0.0000145061282651551,"CDC6/BUB1/BUB1B/ACTB/SPC25/TRIP13/DLGAP5/SKA3/SKA1/CCNB1/ZWINT/KNL1/HASPIN/TTK/CENPF/CDCA8/CENPE/NUF2/PLK1/BIRC5/UBE2C/CDC20/ESPL1/NDC80/ANAPC15/MAD2L1/FBXO5/SMARCD2/MAD2L2/ZWILCH/SPC24/AURKB/KNTC1/BCL7C/BCL7B/GEN1/SPDL1/DPF3/ANAPC11/KLHL22/MAD1L1/INCENP/LCMT1",43
"GO:0006310","DNA recombination","119/4155","352/18805",0.338068181818182,1.53005346789192,5.34625099486581,0.000000239788655958139,0.0000187904385525196,0.0000166810871585616,"TOP2A/CDC45/ACTB/TRIP13/EXO1/POLQ/RAD51/MND1/DMC1/CHEK1/MCM4/HDGFL2/BRIP1/GINS2/MCM6/GINS4/PLK1/PARPBP/RAD51AP1/PPP4C/CDC7/XRCC2/AP5Z1/PAGR1/SIRT6/UHRF1/WAS/MCM2/XRCC1/TGFB1/MAD2L2/BRCA2/NSMCE1/TFPT/POLM/BRCA1/KLHDC3/TIMELESS/ATAD5/KPNA2/INO80E/BLM/MCRS1/GEN1/FEN1/H1-6/INO80B/RMI2/HDAC10/RECQL5/RNF126/MCMDC2/SLX1A/BARD1/DMAP1/POLL/HFM1/ERCC1/RUVBL2/SWSAP1/RAD54L/NSD2/VPS72/HELB/PIF1/RFWD3/SETX/FBH1/SLX1B/MCM8/SWI5/RAD54B/TERB2/INO80D/TERT/TFRC/PGBD5/HMGB3/KMT5C/SETD2/SMCHD1/WRAP53/MUS81/BATF/PELI1/FANCM/RBBP8/UBR2/NBN/ZSWIM7/FOXP3/TNFSF13/MMS22L/CENPX/RNF169/SANBR/ZGRF1/TP53BP1/TREX1/ERCC2/IL4/KAT5/H1-10/RAG1/TOP3B/INO80C/MRGBP/WDR48/EME2/ENDOG/ZMYND8/UCHL5/IHO1/FIGNL1/TNFSF4/EPC2/FANCB/PRMT1/NIPBL",119
"GO:0051783","regulation of nuclear division","60/4155","147/18805",0.408163265306122,1.84729487462855,5.49227817331828,0.000000243430010817867,0.0000188402807137927,0.0000167253342065506,"BUB1/CDCA2/BUB1B/MKI67/SPC25/TRIP13/DLGAP5/SKA3/SKA1/NUSAP1/CCNB1/ZWINT/KNL1/IGF1/HASPIN/TTK/CHEK1/CENPF/NEK2/CDCA8/NUF2/PLK1/BIRC5/UBE2C/CDC20/FBXO43/RAD51AP1/ESPL1/NDC80/AURKA/ANAPC15/MAD2L1/FBXW5/FZR1/FBXO5/EGF/MAD2L2/CAV2/AURKAIP1/ZWILCH/OBSL1/SPC24/SIRT2/PIN1/DAPK3/AURKB/KNTC1/GEN1/SPDL1/ANAPC11/KLHL22/KIF20B/CDC25C/TOM1L2/MAD1L1/INCENP/LCMT1/PDE3A/SH2B1/MTBP",60
"GO:0009152","purine ribonucleotide biosynthetic process","63/4155","157/18805",0.401273885350318,1.81611441973832,5.46860518999878,0.000000255938861908056,0.0000195668381134342,0.000017370330717688,"ALDOA/IMPDH1/COASY/ENO1/GUK1/ANTKMT/NDUFB7/ATP5MGL/ATP5F1D/TAFAZZIN/NDUFS7/TGFB1/AMPD2/APRT/NDUFA3/NME3/NDUFA13/NDUFC2/NDUFA11/VPS9D1/NDUFA1/SPHK2/UQCC3/ATP5ME/NDUFA2/NDUFB1/NDUFV1/MT-ND3/NDUFB10/ATP5F1E/NDUFS8/MT-ND6/ATP6V0C/NDUFS6/NDUFA7/ADSS1/PAICS/MTHFD1/AK1/ATP5MC2/GUCY1A1/NDUFB9/NDUFB11/AMPD1/NDUFB8/MT-ND1/IL4/NDUFB6/NDUFS3/ATP5MJ/IMPDH2/ATP5MG/NDUFB5/PPAT/MT-ND4/PID1/ATP5PO/NME2/NDUFC1/NDUFB2/NME4/PINK1/GUCY1B1",63
"GO:0009199","ribonucleoside triphosphate metabolic process","93/4155","261/18805",0.35632183908046,1.6126671922763,5.30804984270198,0.00000035590687621093,0.0000268816892405581,0.0000238640412749168,"UCHL1/IGF1/ALDOA/IMPDH1/TPI1/TSPO/FBP1/GALK1/HSPA1B/HSPA1A/SIRT6/ENO1/ANTKMT/NDUFB7/FIS1/ATP5MGL/ATP5F1D/TAFAZZIN/NDUFS7/TGFB1/BAD/ZBTB7A/AMPD2/NDUFA3/NME3/NDUFA13/PFKL/UCP2/JMJD8/NDUFC2/NDUFA11/VPS9D1/EIF6/MLST8/NDUFA1/GAPDH/SPHK2/UQCC3/UCK1/ATP5ME/HK3/NDUFA2/SLC2A6/ALDOC/NDUFB1/NDUFV1/MT-ND3/NDUFB10/ATP5F1E/UCKL1/APP/NDUFS8/MT-ND6/ATP6V0C/NDUFS6/NDUFA7/FKRP/AK1/ARL2/PRKAG3/ATP5MC2/LRRK2/NDUFB9/NDUFB11/FLCN/MLXIPL/NDUFB8/TREX1/SELENON/MT-ND1/IL4/NDUFB6/ENTPD4/EP300/NDUFS3/KAT2B/GIT1/ATP5MJ/IMPDH2/ATP5MG/NDUFB5/MT-ND4/PID1/ATP5PO/NME2/NDUFC1/FIGNL1/NDUFB2/NME4/SLC25A25/ZBTB20/PINK1/HK1",93
"GO:1901991","negative regulation of mitotic cell cycle phase transition","73/4155","192/18805",0.380208333333333,1.72077441837144,5.34605734534573,0.000000378912006158207,0.0000282785638881643,0.0000251041074756697,"CDC6/DTL/BUB1/CLSPN/BUB1B/CDK1/GPR132/SPC25/TRIP13/E2F7/SKA3/SKA1/CCNB1/ZWINT/TICRR/KNL1/HASPIN/TTK/ORC1/CHEK1/CENPF/CDCA8/NUF2/PLK1/BIRC5/CTDSP1/CDC20/NDC80/MIIP/INHBA/WEE1/BABAM2/ANAPC15/CDK2AP2/MAD2L1/NOP53/FZR1/FBXO5/MAD2L2/EZH2/CDC14B/ZWILCH/SPC24/BRCA1/CDK2/AURKB/KNTC1/BLM/GEN1/SPDL1/VPS4A/DGKZ/DONSON/BARD1/DCUN1D3/KLHL22/RFWD3/BTN2A2/PRMT2/SYF2/BABAM1/JADE1/ZFYVE19/SDE2/PKD2/RBBP8/NBN/MAD1L1/WAC/INCENP/TREX1/DLG1/LCMT1",73
"GO:1901989","positive regulation of cell cycle phase transition","53/4155","126/18805",0.420634920634921,1.90373999579776,5.42055539803118,0.000000387734560864239,0.0000284925718460193,0.0000252940916204051,"CDC6/DTL/RRM2/CDC25A/CDK1/DLGAP5/SKA3/STIL/SKA1/CCNB1/AIF1/CDCA5/BIRC5/UBE2C/CDC20/FAM83D/ESPL1/CDC7/PAGR1/FBXO5/TGFB1/CCNE1/EZH2/DDRGK1/LSM10/PHB2/DDR2/ATAD5/DYRK3/KCNA5/PAF1/CPAP/ANAPC11/APP/CDC25C/MBLAC1/ADAM17/RRM1/PKP3/TERT/AKT1/CYP1A1/CDK10/MEPCE/RDX/MAD1L1/TFDP1/CCNE2/MDM2/KMT2E/MIR214/TMOD3/MTBP",53
"GO:0008608","attachment of spindle microtubules to kinetochore","29/4155","54/18805",0.537037037037037,2.43056112671034,5.60638483699052,0.000000393719484930677,0.0000284925718460193,0.0000252940916204051,"CDK1/SPC25/SKA3/SKA1/CCNB1/KNL1/SGO1/NEK2/CDCA8/CENPE/NUF2/BIRC5/KIF2C/SPAG5/NDC80/RACGAP1/ZWILCH/SPC24/SIRT2/ECT2/AURKB/KNTC1/PMF1/MAD1L1/CDT1/INCENP/KAT5/KAT2B/BOD1",29
"GO:0046034","ATP metabolic process","84/4155","230/18805",0.365217391304348,1.65292732695024,5.30586474916933,0.000000395414539895306,0.0000284925718460193,0.0000252940916204051,"UCHL1/IGF1/ALDOA/TPI1/TSPO/FBP1/GALK1/HSPA1B/HSPA1A/SIRT6/ENO1/ANTKMT/NDUFB7/FIS1/ATP5MGL/ATP5F1D/TAFAZZIN/NDUFS7/TGFB1/BAD/ZBTB7A/AMPD2/NDUFA3/NDUFA13/PFKL/UCP2/JMJD8/NDUFC2/NDUFA11/VPS9D1/EIF6/MLST8/NDUFA1/GAPDH/SPHK2/UQCC3/ATP5ME/HK3/NDUFA2/SLC2A6/ALDOC/NDUFB1/NDUFV1/MT-ND3/NDUFB10/ATP5F1E/APP/NDUFS8/MT-ND6/ATP6V0C/NDUFS6/NDUFA7/FKRP/AK1/ARL2/PRKAG3/ATP5MC2/NDUFB9/NDUFB11/FLCN/MLXIPL/NDUFB8/TREX1/SELENON/MT-ND1/IL4/NDUFB6/EP300/NDUFS3/KAT2B/GIT1/ATP5MJ/ATP5MG/NDUFB5/MT-ND4/PID1/ATP5PO/NDUFC1/FIGNL1/NDUFB2/SLC25A25/ZBTB20/PINK1/HK1",84
"GO:0015986","proton motive force-driven ATP synthesis","37/4155","77/18805",0.480519480519481,2.17476987513089,5.50103345941006,0.000000433582981050238,0.0000308878603204993,0.0000274204930719211,"ANTKMT/NDUFB7/ATP5MGL/ATP5F1D/NDUFS7/NDUFA3/NDUFA13/NDUFC2/NDUFA11/VPS9D1/NDUFA1/ATP5ME/NDUFA2/NDUFB1/NDUFV1/MT-ND3/NDUFB10/ATP5F1E/NDUFS8/MT-ND6/ATP6V0C/NDUFS6/NDUFA7/ATP5MC2/NDUFB9/NDUFB11/NDUFB8/MT-ND1/NDUFB6/NDUFS3/ATP5MJ/ATP5MG/NDUFB5/MT-ND4/ATP5PO/NDUFC1/NDUFB2",37
"GO:0045333","cellular respiration","88/4155","245/18805",0.359183673469388,1.62561948967313,5.24923660746961,0.000000489242912646426,0.0000344613912289937,0.0000305928714271041,"CDK1/CCNB1/PLEC/ANTKMT/NDUFB7/PRELID1/ATP5F1D/TAFAZZIN/CHCHD5/NOP53/NDUFS7/IDH3G/COX4I1/UQCR11/COX6B1/SURF1/NDUFA3/NDUFA13/ABCD1/MDH2/BID/NDUFC2/ETFB/NDUFA11/MTFR2/CHCHD10/MT-CO3/NDUFA1/UQCRB/UQCC3/ATP5ME/NDUFA2/UQCRC1/NDUFB1/COX6A1/MT-CYB/SDHAF4/NDUFV1/MT-ND3/CYC1/NDUFB10/ATP5F1E/DGUOK/MT-CO2/UQCR10/BLOC1S1/NDUFS8/RHOA/OAS1/UQCRFS1/MT-ND6/NDUFC2-KCTD14/NDUFS6/NDUFA7/ARL2/SUCLG1/IDH3B/MTLN/ACO1/NDUFB9/NDUFB11/COX5B/MLXIPL/NDUFB8/COX7B/IL10RB/COX8A/TREX1/CHCHD2/UCN/MT-ND1/IL4/NDUFB6/NDUFS3/ATP5MG/NDUFB5/MT-ND4/COX7C/ATP5PO/NDUFC1/IFNLR1/NDUFB2/SLC25A25/PINK1/PNPT1/CISD1/SLC25A51/SIRT3",88
"GO:0009141","nucleoside triphosphate metabolic process","97/4155","277/18805",0.350180505415162,1.58487229947825,5.22250049030606,0.000000506365889179067,0.0000352711973251508,0.0000313117714162541,"TYMS/UCHL1/IGF1/ALDOA/IMPDH1/TPI1/TSPO/FBP1/GALK1/HSPA1B/HSPA1A/SIRT6/ENO1/GUK1/ANTKMT/NDUFB7/FIS1/ATP5MGL/ATP5F1D/TAFAZZIN/NDUFS7/TGFB1/BAD/ZBTB7A/AMPD2/NDUFA3/NME3/NDUFA13/PFKL/UCP2/JMJD8/CMPK2/NDUFC2/NDUFA11/VPS9D1/EIF6/MLST8/NDUFA1/GAPDH/SPHK2/UQCC3/UCK1/ATP5ME/HK3/NDUFA2/SLC2A6/ALDOC/NDUFB1/NDUFV1/MT-ND3/NDUFB10/ATP5F1E/DGUOK/UCKL1/APP/NDUFS8/MT-ND6/ATP6V0C/NDUFS6/NDUFA7/FKRP/AK1/ARL2/PRKAG3/ATP5MC2/LRRK2/NDUFB9/NDUFB11/FLCN/MLXIPL/NDUFB8/TREX1/SELENON/MT-ND1/IL4/NDUFB6/ENTPD4/EP300/NDUFS3/KAT2B/GIT1/ATP5MJ/IMPDH2/ATP5MG/NDUFB5/MT-ND4/PID1/ATP5PO/NME2/NDUFC1/FIGNL1/NDUFB2/NME4/SLC25A25/ZBTB20/PINK1/HK1",97
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","43/4155","96/18805",0.447916666666667,2.0272136983554,5.37357053935029,0.000000613142394460117,0.0000422394469326426,0.0000374977887739808,"CDC6/BUB1/BUB1B/ACTB/SPC25/TRIP13/DLGAP5/SKA3/SKA1/CCNB1/ZWINT/KNL1/HASPIN/TTK/CENPF/CDCA8/CENPE/NUF2/PLK1/BIRC5/UBE2C/CDC20/ESPL1/NDC80/ANAPC15/MAD2L1/FBXO5/SMARCD2/MAD2L2/ZWILCH/SPC24/AURKB/KNTC1/BCL7C/BCL7B/GEN1/SPDL1/DPF3/ANAPC11/KLHL22/MAD1L1/INCENP/LCMT1",43
"GO:0009060","aerobic respiration","75/4155","201/18805",0.373134328358209,1.68875837419401,5.22821668177448,0.000000624482927924959,0.0000425530812517561,0.0000377762155599457,"CDK1/CCNB1/ANTKMT/NDUFB7/ATP5F1D/TAFAZZIN/NOP53/NDUFS7/IDH3G/COX4I1/UQCR11/COX6B1/SURF1/NDUFA3/NDUFA13/ABCD1/MDH2/BID/NDUFC2/NDUFA11/MTFR2/CHCHD10/MT-CO3/NDUFA1/UQCRB/UQCC3/ATP5ME/NDUFA2/UQCRC1/NDUFB1/COX6A1/MT-CYB/SDHAF4/NDUFV1/MT-ND3/CYC1/NDUFB10/ATP5F1E/DGUOK/MT-CO2/UQCR10/BLOC1S1/NDUFS8/RHOA/UQCRFS1/MT-ND6/NDUFC2-KCTD14/NDUFS6/NDUFA7/ARL2/SUCLG1/IDH3B/ACO1/NDUFB9/NDUFB11/COX5B/MLXIPL/NDUFB8/COX7B/COX8A/CHCHD2/UCN/MT-ND1/NDUFB6/NDUFS3/ATP5MG/NDUFB5/MT-ND4/COX7C/ATP5PO/NDUFC1/NDUFB2/PINK1/SLC25A51/SIRT3",75
"GO:0009144","purine nucleoside triphosphate metabolic process","92/4155","261/18805",0.352490421455939,1.59532668483247,5.15781448006143,0.000000709512259828562,0.0000478272296437125,0.0000424583058032101,"UCHL1/IGF1/ALDOA/IMPDH1/TPI1/TSPO/FBP1/GALK1/HSPA1B/HSPA1A/SIRT6/ENO1/GUK1/ANTKMT/NDUFB7/FIS1/ATP5MGL/ATP5F1D/TAFAZZIN/NDUFS7/TGFB1/BAD/ZBTB7A/AMPD2/NDUFA3/NME3/NDUFA13/PFKL/UCP2/JMJD8/NDUFC2/NDUFA11/VPS9D1/EIF6/MLST8/NDUFA1/GAPDH/SPHK2/UQCC3/ATP5ME/HK3/NDUFA2/SLC2A6/ALDOC/NDUFB1/NDUFV1/MT-ND3/NDUFB10/ATP5F1E/DGUOK/APP/NDUFS8/MT-ND6/ATP6V0C/NDUFS6/NDUFA7/FKRP/AK1/ARL2/PRKAG3/ATP5MC2/LRRK2/NDUFB9/NDUFB11/FLCN/MLXIPL/NDUFB8/TREX1/SELENON/MT-ND1/IL4/NDUFB6/EP300/NDUFS3/KAT2B/GIT1/ATP5MJ/IMPDH2/ATP5MG/NDUFB5/MT-ND4/PID1/ATP5PO/NME2/NDUFC1/FIGNL1/NDUFB2/NME4/SLC25A25/ZBTB20/PINK1/HK1",92
